"","Date","Belgium","France","Germany","Italy","Luxembourg"
"1",2020-01-22,"0","0","0","0","0"
"2",2020-01-23,"0","0","0","0","0"
"3",2020-01-24,"0","2","0","0","0"
"4",2020-01-25,"0","3","0","0","0"
"5",2020-01-26,"0","3","0","0","0"
"6",2020-01-27,"0","3","1","0","0"
"7",2020-01-28,"0","4","4","0","0"
"8",2020-01-29,"0","5","4","0","0"
"9",2020-01-30,"0","5","4","0","0"
"10",2020-01-31,"0","5","5","2","0"
"11",2020-02-01,"0","6","8","2","0"
"12",2020-02-02,"0","6","10","2","0"
"13",2020-02-03,"0","6","12","2","0"
"14",2020-02-04,"1","6","12","2","0"
"15",2020-02-05,"1","6","12","2","0"
"16",2020-02-06,"1","6","12","2","0"
"17",2020-02-07,"1","6","13","3","0"
"18",2020-02-08,"1","11","13","3","0"
"19",2020-02-09,"1","11","14","3","0"
"20",2020-02-10,"1","11","14","3","0"
"21",2020-02-11,"1","11","16","3","0"
"22",2020-02-12,"1","11","16","3","0"
"23",2020-02-13,"1","11","16","3","0"
"24",2020-02-14,"1","11","16","3","0"
"25",2020-02-15,"1","12","16","3","0"
"26",2020-02-16,"1","12","16","3","0"
"27",2020-02-17,"1","12","16","3","0"
"28",2020-02-18,"1","12","16","3","0"
"29",2020-02-19,"1","12","16","3","0"
"30",2020-02-20,"1","12","16","3","0"
"31",2020-02-21,"1","12","16","20","0"
"32",2020-02-22,"1","12","16","62","0"
"33",2020-02-23,"1","12","16","155","0"
"34",2020-02-24,"1","12","16","229","0"
"35",2020-02-25,"1","14","16","322","0"
"36",2020-02-26,"1","18","21","453","0"
"37",2020-02-27,"1","38","26","655","0"
"38",2020-02-28,"1","57","53","888","0"
"39",2020-02-29,"1","100","66","1128","1"
"40",2020-03-01,"2","130","117","1694","1"
"41",2020-03-02,"8","191","150","2036","1"
"42",2020-03-03,"13","212","188","2502","1"
"43",2020-03-04,"23","285","262","3089","1"
"44",2020-03-05,"50","423","400","3858","1"
"45",2020-03-06,"109","613","639","4636","2"
"46",2020-03-07,"169","938","795","5883","2"
"47",2020-03-08,"200","1115","902","7375","3"
"48",2020-03-09,"239","1401","1139","9172","3"
"49",2020-03-10,"267","1773","1296","10149","5"
"50",2020-03-11,"314","2281","1567","12462","7"
"51",2020-03-12,"314","2281","2369","15113","19"
"52",2020-03-13,"559","3661","3062","17660","34"
"53",2020-03-14,"689","4469","3795","21157","51"
"54",2020-03-15,"886","4499","4838","24747","59"
"55",2020-03-16,"1058","6633","6012","27980","77"
"56",2020-03-17,"1243","7652","7156","31506","140"
"57",2020-03-18,"1486","9043","8198","35713","203"
"58",2020-03-19,"1795","10871","10999","41035","335"
"59",2020-03-20,"2257","12612","13957","47021","484"
"60",2020-03-21,"2815","14282","16662","53578","670"
"61",2020-03-22,"3401","16533","18610","59138","798"
"62",2020-03-23,"3743","19856","22672","63927","875"
"63",2020-03-24,"4269","22054","27436","69176","1099"
"64",2020-03-25,"4937","24967","31554","74386","1333"
"65",2020-03-26,"6235","28856","36508","80589","1453"
"66",2020-03-27,"7284","32609","42288","86498","1605"
"67",2020-03-28,"9134","37162","48582","92472","1831"
"68",2020-03-29,"10836","39761","52547","97689","1950"
"69",2020-03-30,"11899","44029","57298","101739","1988"
"70",2020-03-31,"12775","51579","61913","105792","2178"
"71",2020-04-01,"13964","56362","67366","110574","2319"
"72",2020-04-02,"15348","58404","73522","115242","2487"
"73",2020-04-03,"16770","63588","79696","119827","2612"
"74",2020-04-04,"18431","46483","85778","124632","2729"
"75",2020-04-05,"19691","47299","91714","128948","2804"
"76",2020-04-06,"20814","49934","95391","132547","2843"
"77",2020-04-07,"22194","46400","99225","135586","2970"
"78",2020-04-08,"23403","50242","103228","139422","3034"
"79",2020-04-09,"24983","54003","108202","143626","3115"
"80",2020-04-10,"26667","55538","113525","147577","3223"
"81",2020-04-11,"28018","56972","117658","152271","3270"
"82",2020-04-12,"29647","107712","120479","156363","3281"
"83",2020-04-13,"30589","110836","123016","159516","3292"
"84",2020-04-14,"31119","128272","125098","162488","3307"
"85",2020-04-15,"33573","131476","127584","165155","3373"
"86",2020-04-16,"34809","144035","130450","168941","3444"
"87",2020-04-17,"36138","145896","133830","172434","3480"
"88",2020-04-18,"37183","149683","137439","175925","3537"
"89",2020-04-19,"38496","150752","139897","178972","3550"
"90",2020-04-20,"39983","153197","141672","181228","3558"
"91",2020-04-21,"40956","155821","143457","183957","3618"
"92",2020-04-22,"41889","157603","145694","187327","3654"
"93",2020-04-23,"42797","155881","148046","189973","3665"
"94",2020-04-24,"44293","158653","150383","192994","3695"
"95",2020-04-25,"45325","160295","152438","195351","3711"
"96",2020-04-26,"46134","160907","154175","197675","3723"
"97",2020-04-27,"46687","164592","155193","199414","3729"
"98",2020-04-28,"47334","167650","156337","201505","3741"
"99",2020-04-29,"47859","166193","157641","203591","3769"
"100",2020-04-30,"48519","167326","159119","205463","3784"
"101",2020-05-01,"49032","167846","160758","207428","3802"
"102",2020-05-02,"49517","168637","161703","209328","3812"
"103",2020-05-03,"49906","168887","162496","210717","3824"
"104",2020-05-04,"50267","169405","163175","211938","3828"
"105",2020-05-05,"50509","170467","163860","213013","3840"
"106",2020-05-06,"50781","174596","164807","214457","3851"
"107",2020-05-07,"51420","175218","166091","215858","3859"
"108",2020-05-08,"52011","175743","167300","217185","3871"
"109",2020-05-09,"52596","176132","168551","218268","3877"
"110",2020-05-10,"53081","176338","169218","219070","3886"
"111",2020-05-11,"53449","176651","169575","219814","3888"
"112",2020-05-12,"53779","177330","170508","221216","3894"
"113",2020-05-13,"53981","177790","171306","222104","3904"
"114",2020-05-14,"54288","178353","172239","223096","3915"
"115",2020-05-15,"54644","178837","173152","223885","3923"
"116",2020-05-16,"54989","179140","173772","224760","3930"
"117",2020-05-17,"55280","179250","174355","225435","3945"
"118",2020-05-18,"55559","179650","174697","225886","3947"
"119",2020-05-19,"55791","180143","175210","226699","3958"
"120",2020-05-20,"55983","180499","176007","227364","3971"
"121",2020-05-21,"56235","180752","176752","228006","3980"
"122",2020-05-22,"56511","181444","177212","228658","3981"
"123",2020-05-23,"56810","181969","177850","229327","3990"
"124",2020-05-24,"57092","181410","178281","229858","3992"
"125",2020-05-25,"57342","181684","178570","230158","3993"
"126",2020-05-26,"57455","181880","179002","230555","3995"
"127",2020-05-27,"57592","182018","179364","231139","4001"
"128",2020-05-28,"57849","185300","179717","231732","4008"
"129",2020-05-29,"58061","185842","180458","232248","4012"
"130",2020-05-30,"58186","187608","181196","232664","4016"
"131",2020-05-31,"58381","187817","181482","232997","4018"
"132",2020-06-01,"58517","187986","181815","233197","4019"
"133",2020-06-02,"58615","187265","182028","233515","4020"
"134",2020-06-03,"58685","184015","182370","233836","4024"
"135",2020-06-04,"58767","188286","182764","234013","4027"
"136",2020-06-05,"58907","188808","183271","234531","4032"
"137",2020-06-06,"59072","189330","183678","234801","4035"
"138",2020-06-07,"59226","189621","183979","234998","4039"
"139",2020-06-08,"59348","189782","184193","235278","4040"
"140",2020-06-09,"59437","190266","184543","235561","4046"
"141",2020-06-10,"59569","190743","184861","235763","4049"
"142",2020-06-11,"59711","191040","185416","236142","4052"
"143",2020-06-12,"59819","191679","185674","236305","4055"
"144",2020-06-13,"59918","192043","186022","236651","4063"
"145",2020-06-14,"60029","192317","186269","236989","4070"
"146",2020-06-15,"60100","192369","186461","237290","4072"
"147",2020-06-16,"60155","192915","186839","237500","4075"
"148",2020-06-17,"60244","193256","187184","237828","4085"
"149",2020-06-18,"60348","193576","187764","238159","4091"
"150",2020-06-19,"60476","194121","188534","238011","4099"
"151",2020-06-20,"60550","194535","189135","238275","4105"
"152",2020-06-21,"60550","194599","189822","238499","4120"
"153",2020-06-22,"60550","194693","190359","238720","4121"
"154",2020-06-23,"60810","195256","190862","238833","4133"
"155",2020-06-24,"60898","195256","191449","239410","4140"
"156",2020-06-25,"61007","195256","192079","239706","4151"
"157",2020-06-26,"61106","196267","192556","239961","4173"
"158",2020-06-27,"61209","196521","193243","240136","4217"
"159",2020-06-28,"61295","196111","193499","240310","4242"
"160",2020-06-29,"61361","196390","193761","240436","4256"
"161",2020-06-30,"61427","196554","194259","240578","4299"
"162",2020-07-01,"61509","197238","194725","240760","4345"
"163",2020-07-02,"61598","197591","195228","240961","4395"
"164",2020-07-03,"61727","197994","195674","241184","4447"
"165",2020-07-04,"61838","197994","196096","241419","4476"
"166",2020-07-05,"62016","197994","196335","241611","4522"
"167",2020-07-06,"62058","198850","196554","241819","4542"
"168",2020-07-07,"62058","199170","196944","241956","4603"
"169",2020-07-08,"62123","199699","197341","242149","4650"
"170",2020-07-09,"62210","200027","197783","242363","4719"
"171",2020-07-10,"62357","200569","198178","242639","4777"
"172",2020-07-11,"62469","200569","198556","242827","4842"
"173",2020-07-12,"62707","200569","198804","243061","4925"
"174",2020-07-13,"62707","201755","198963","243230","4956"
"175",2020-07-14,"62781","201755","199375","243344","5056"
"176",2020-07-15,"62872","202383","199726","243506","5122"
"177",2020-07-16,"63238","202819","200260","243736","5285"
"178",2020-07-17,"63499","203516","200843","243967","5409"
"179",2020-07-18,"63706","203516","201372","244216","5483"
"180",2020-07-19,"63706","203516","201574","244434","5605"
"181",2020-07-20,"64094","205308","201823","244624","5639"
"182",2020-07-21,"64258","205773","202345","244752","5725"
"183",2020-07-22,"64627","206641","202799","245032","5854"
"184",2020-07-23,"64847","207650","203368","245338","5952"
"185",2020-07-24,"65199","208553","204183","245590","6056"
"186",2020-07-25,"65727","208553","204964","245864","6189"
"187",2020-07-26,"66026","208553","205269","246118","6272"
"188",2020-07-27,"66428","210821","205609","246286","6321"
"189",2020-07-28,"66662","211337","206242","246488","6375"
"190",2020-07-29,"67335","212676","206926","246776","6533"
"191",2020-07-30,"68006","213927","207828","247158","6616"
"192",2020-07-31,"68751","215135","208698","247537","6695"
"193",2020-08-01,"69402","215135","209653","247832","6793"
"194",2020-08-02,"69849","215135","209893","248070","6855"
"195",2020-08-03,"70314","218351","210402","248229","6864"
"196",2020-08-04,"70648","219253","211281","248419","6917"
"197",2020-08-05,"71158","220874","212022","248803","7007"
"198",2020-08-06,"72016","222398","213067","249204","7073"
"199",2020-08-07,"72784","224602","214214","249756","7113"
"200",2020-08-08,"73401","224602","215336","250103","7169"
"201",2020-08-09,"74152","224602","215891","250566","7205"
"202",2020-08-10,"74620","229203","216327","250825","7216"
"203",2020-08-11,"75008","230540","217293","251237","7242"
"204",2020-08-12,"75647","232966","218519","251713","7300"
"205",2020-08-13,"76191","235540","219964","252235","7368"
"206",2020-08-14,"77113","238240","221413","252809","7405"
"207",2020-08-15,"77869","241371","222828","253438","7439"
"208",2020-08-16,"78323","244335","223453","253915","7458"
"209",2020-08-17,"78534","244761","224014","254235","7469"
"210",2020-08-18,"78897","246821","225404","254636","7499"
"211",2020-08-19,"79479","250539","226914","255278","7566"
"212",2020-08-20,"80178","255214","228621","256118","7637"
"213",2020-08-21,"80894","259717","230048","257065","7704"
"214",2020-08-22,"81468","263129","232082","258136","7762"
"215",2020-08-23,"81936","267589","232864","259345","7775"
"216",2020-08-24,"82092","269452","233575","260298","7794"
"217",2020-08-25,"82447","272643","234853","261174","7838"
"218",2020-08-26,"83030","272643","236429","262540","7928"
"219",2020-08-27,"83500","283698","237936","263949","7928"
"220",2020-08-28,"83952","290929","239507","265409","6580"
"221",2020-08-29,"84599","296265","240986","266853","6625"
"222",2020-08-30,"85042","301554","241771","268218","6625"
"223",2020-08-31,"85236","304349","242381","269214","6625"
"224",2020-09-01,"85487","309247","243599","270189","6625"
"225",2020-09-02,"85911","316047","244855","271515","6745"
"226",2020-09-03,"86544","322935","246166","272912","6811"
"227",2020-09-04,"87174","331578","247619","274644","6854"
"228",2020-09-05,"87825","340013","248997","276338","6896"
"229",2020-09-06,"88367","346921","249985","277634","6950"
"230",2020-09-07,"88769","351017","250799","278784","6960"
"231",2020-09-08,"89141","357473","252298","280153","6974"
"232",2020-09-09,"89691","365025","253474","281583","7023"
"233",2020-09-10,"90568","374586","255366","283180","7088"
"234",2020-09-11,"91537","383854","256850","284796","7088"
"235",2020-09-12,"92478","394270","258480","286297","7159"
"236",2020-09-13,"93455","400533","259428","287753","7159"
"237",2020-09-14,"94306","406609","260355","288761","7244"
"238",2020-09-15,"94795","414196","261762","289990","7284"
"239",2020-09-16,"95948","423924","263663","291442","7394"
"240",2020-09-17,"97976","433871","265857","293025","7541"
"241",2020-09-18,"99649","446961","267773","294932","7718"
"242",2020-09-19,"100748","460328","270070","296569","7718"
"243",2020-09-20,"102295","470864","271415","298156","7718"
"244",2020-09-21,"103392","476162","272337","299506","7916"
"245",2020-09-22,"105226","485929","274158","300897","8016"
"246",2020-09-23,"106887","497914","275927","302537","8090"
"247",2020-09-24,"108768","513732","278070","304323","8158"
"248",2020-09-25,"110976","529501","280223","306235","8233"
"249",2020-09-26,"112803","543688","282730","308104","8233"
"250",2020-09-27,"114179","554304","284140","309870","8233"
"251",2020-09-28,"115353","558374","285332","311364","8376"
"252",2020-09-29,"117115","566196","287421","313011","8431"
"253",2020-09-30,"118452","578769","289219","314861","8509"
"254",2020-10-01,"121059","591783","291722","317409","8595"
"255",2020-10-02,"124234","603920","294395","319908","8709"
"256",2020-10-03,"127623","620330","296958","322751","8709"
"257",2020-10-04,"130235","632834","299237","325329","8709"
"258",2020-10-05,"132203","637918","300619","327586","8925"
"259",2020-10-06,"134291","648116","303258","330263","8979"
"260",2020-10-07,"137868","666849","306086","333940","9119"
"261",2020-10-08,"143596","684164","310144","338398","9219"
"262",2020-10-09,"148981","704478","314660","343770","9360"
"263",2020-10-10,"156931","731155","319381","349494","9514"
"264",2020-10-11,"162258","747092","322864","354950","9722"
"265",2020-10-12,"165880","755597","325331","359569","9731"
"266",2020-10-13,"173240","768380","329453","365467","9840"
"267",2020-10-14,"181511","790959","334585","372799","10030"
"268",2020-10-15,"191959","820685","341223","381602","10244"
"269",2020-10-16,"202151","845740","348557","391611","10471"
"270",2020-10-17,"213115","877840","356387","402536","10471"
"271",2020-10-18,"222253","907677","361974","414241","10888"
"272",2020-10-19,"230480","920916","366299","423578","11010"
"273",2020-10-20,"240159","941085","373167","434449","11241"
"274",2020-10-21,"253386","967717","380762","449648","11671"
"275",2020-10-22,"270132","1008483","392049","465726","12333"
"276",2020-10-23,"287700","1050468","403291","484869","12851"
"277",2020-10-24,"305409","1095708","418005","504509","12851"
"278",2020-10-25,"321031","1102262","429181","525782","12851"
"279",2020-10-26,"333718","1174279","437866","542789","14399"
"280",2020-10-27,"347289","1207430","449275","564778","14884"
"281",2020-10-28,"368337","1243855","464239","589766","15659"
"282",2020-10-29,"392258","1290446","481013","616595","16356"
"283",2020-10-30,"412314","1339640","499694","647674","17134"
"284",2020-10-31,"429229","1374691","518753","679430","17134"
"285",2020-11-01,"441018","1420870","532930","709335","17134"
"286",2020-11-02,"447355","1525184","545027","731588","19101"
"287",2020-11-03,"452541","1597139","560379","759829","19634"
"288",2020-11-04,"468213","1549838","577593","790377","20344"
"289",2020-11-05,"479341","1607147","597583","824879","21147"
"290",2020-11-06,"488044","1667604","619089","862681","21806"
"291",2020-11-07,"494168","1754202","642488","902490","21806"
"292",2020-11-08,"500789","1792764","658505","935104","21806"
"293",2020-11-09,"503182","1812919","671868","960373","23227"
"294",2020-11-10,"507475","1834515","687200","995463","23710"
"295",2020-11-11,"515391","1870380","705687","1028424","23710"
"296",2020-11-12,"520393","1902644","727553","1066401","25218"
"297",2020-11-13,"525012","1926314","751095","1107303","25931"
"298",2020-11-14,"531280","1958235","773556","1144552","25931"
"299",2020-11-15,"535939","1985427","790503","1178529","25931"
"300",2020-11-16,"537871","1994728","801327","1205881","27256"
"301",2020-11-17,"540605","2039938","815746","1238072","27681"
"302",2020-11-18,"545787","2068297","833307","1272352","28573"
"303",2020-11-19,"550264","2088784","855916","1308528","29243"
"304",2020-11-20,"553680","2111646","879564","1345767","29762"
"305",2020-11-21,"556904","2129287","902528","1380531","29762"
"306",2020-11-22,"558779","2142417","918269","1408868","29762"
"307",2020-11-23,"559902","2146869","929133","1431795","31111"
"308",2020-11-24,"561803","2155722","942687","1455022","31484"
"309",2020-11-25,"564967","2171967","961320","1480874","32100"
"310",2020-11-26,"567532","2184846","983588","1509875","32873"
"311",2020-11-27,"570829","2197283","1006394","1538217","33409"
"312",2020-11-28,"574448","2209739","1028089","1564532","33409"
"313",2020-11-29,"576599","2219502","1042700","1585178","33409"
"314",2020-11-30,"577345","2223393","1053869","1601554","34678"
"315",2020-12-01,"579212","2231344","1067473","1620901","35129"
"316",2020-12-02,"582252","2245324","1084743","1641610","35802"
"317",2020-12-03,"584857","2257894","1106789","1664829","36429"
"318",2020-12-04,"587439","2269080","1130238","1688939","37017"
"319",2020-12-05,"589942","2281889","1153556","1709991","37017"
"320",2020-12-06,"591756","2292838","1171323","1728878","37017"
"321",2020-12-07,"592615","2296249","1183655","1742557","38476"
"322",2020-12-08,"594572","2309760","1197709","1757394","38476"
"323",2020-12-09,"597643","2324300","1218524","1770149","38476"
"324",2020-12-10,"600397","2337594","1242203","1787147","40037"
"325",2020-12-11,"600397","2350923","1272078","1805873","40755"
"326",2020-12-12,"603159","2364740","1300516","1825775","40755"
"327",2020-12-13,"608137","2376228","1320716","1843712","40755"
"328",2020-12-14,"609211","2379291","1337078","1855737","41900"
"329",2020-12-15,"611422","2390419","1351510","1870576","42250"
"330",2020-12-16,"615058","2407983","1379238","1888144","42845"
"331",2020-12-17,"618204","2426063","1406161","1906377","43279"
"332",2020-12-18,"621039","2441737","1439938","1921778","43728"
"333",2020-12-19,"623760","2458839","1471238","1938083","43728"
"334",2020-12-20,"625930","2471458","1494009","1953185","43728"
"335",2020-12-21,"626911","2477255","1510652","1964054","44582"
"336",2020-12-22,"629109","2488889","1530180","1977370","44809"
"337",2020-12-23,"632321","2503693","1554920","1991278","45209"
"338",2020-12-24,"634904","2525234","1587115","2009317","45209"
"339",2020-12-25,"637246","2545358","1587115","2028354","45209"
"340",2020-12-26,"638030","2548388","1627103","2038759","45209"
"341",2020-12-27,"638877","2556621","1640858","2047696","45209"
"342",2020-12-28,"639734","2559575","1651834","2056277","45849"
"343",2020-12-29,"641411","2570767","1664726","2067487","46088"
"344",2020-12-30,"644242","2597124","1687185","2083689","46415"
"345",2020-12-31,"646496","2616902","1719737","2107166","46415"
"346",2021-01-01,"648289","2636045","1719737","2129376","46415"
"347",2021-01-02,"649169","2639404","1755351","2141201","46415"
"348",2021-01-03,"650011","2651893","1765666","2155446","46415"
"349",2021-01-04,"650887","2655915","1775513","2166244","46986"
"350",2021-01-05,"652735","2676195","1787410","2181619","47149"
"351",2021-01-06,"655732","2701215","1808647","2201945","47430"
"352",2021-01-07,"658655","2722728","1835038","2220361","47592"
"353",2021-01-08,"660703","2742349","1866887","2237890","47744"
"354",2021-01-09,"662694","2762120","1891581","2257866","47744"
"355",2021-01-10,"664263","2777921","1908527","2276491","47744"
"356",2021-01-11,"665223","2781503","1921024","2289021","48027"
"357",2021-01-12,"667322","2800770","1933826","2303263","48181"
"358",2021-01-13,"670249","2824473","1953426","2319036","48372"
"359",2021-01-14,"672886","2845701","1978590","2336279","48486"
"360",2021-01-15,"675089","2866413","2000958","2352423","48630"
"361",2021-01-16,"677209","2887532","2019636","2368733","48630"
"362",2021-01-17,"678839","2903975","2033518","2381277","48630"
"363",2021-01-18,"679771","2907711","2040659","2390102","48890"
"364",2021-01-19,"681250","2931050","2052028","2400598","48975"
"365",2021-01-20,"684256","2957547","2068002","2414166","49204"
"366",2021-01-21,"686827","2979915","2088400","2428221","49319"
"367",2021-01-22,"689271","3002910","2106262","2441854","49438"
"368",2021-01-23,"691854","3026320","2122679","2455185","49438"
"369",2021-01-24,"693666","3044358","2134936","2466813","49438"
"370",2021-01-25,"694858","3048598","2141665","2475372","49733"
"371",2021-01-26,"696642","3070458","2148077","2485956","49852"
"372",2021-01-27,"699662","3097374","2161275","2501147","50089"
"373",2021-01-28,"702437","3120634","2178828","2515507","50228"
"374",2021-01-29,"705120","3143417","2192850","2529070","50388"
"375",2021-01-30,"707837","3167274","2205171","2541783","50388"
"376",2021-01-31,"710153","3186354","2216363","2553032","50388"
"377",2021-02-01,"711417","3190701","2221971","2560957","50733"
"378",2021-02-02,"713271","3213360","2228085","2570608","50923"
"379",2021-02-03,"716395","3239256","2237790","2583790","51128"
"380",2021-02-04,"718847","3238798","2252001","2597446","51330"
"381",2021-02-05,"721432","3284085","2264909","2611659","51512"
"382",2021-02-06,"723870","3303273","2275394","2625098","51512"
"383",2021-02-07,"725610","3322988","2284010","2636738","51512"
"384",2021-02-08,"726483","3327305","2288545","2644707","51879"
"385",2021-02-09,"728334","3345558","2291924","2655319","52022"
"386",2021-02-10,"730951","3370645","2299996","2668266","52247"
"387",2021-02-11,"733100","3390952","2310233","2683403","52392"
"388",2021-02-12,"735220","3410996","2320093","2697296","52539"
"389",2021-02-13,"737115","3431805","2328447","2710819","52539"
"390",2021-02-14,"738631","3447518","2334561","2721879","52539"
"391",2021-02-15,"739488","3451894","2338987","2729223","52923"
"392",2021-02-16,"741205","3471268","2342843","2739591","53062"
"393",2021-02-17,"743882","3495775","2350399","2751657","53329"
"394",2021-02-18,"746302","3517177","2360606","2765412","53562"
"395",2021-02-19,"749739","3541282","2369719","2780882","53782"
"396",2021-02-20,"752379","3562707","2378883","2795796","53782"
"397",2021-02-21,"754473","3584326","2386559","2809246","53782"
"398",2021-02-22,"755594","3588972","2390928","2818863","54172"
"399",2021-02-23,"757696","3608271","2394811","2832162","54354"
"400",2021-02-24,"760809","3639501","2402818","2848564","54678"
"401",2021-02-25,"763885","3664050","2414687","2868435","54871"
"402",2021-02-26,"766654","3689034","2424684","2888923","55110"
"403",2021-02-27,"769414","3712474","2434446","2907825","55110"
"404",2021-02-28,"771511","3732426","2442336","2925265","55110"
"405",2021-03-01,"772294","3736390","2447068","2938371","55480"
"406",2021-03-02,"774344","3759247","2451011","2955434","55632"
"407",2021-03-03,"777608","3785326","2460030","2976274","55902"
"408",2021-03-04,"780251","3810605","2471942","2999119","56110"
